Driver Number,Category,Agency,Division,Date,Registration,StartOfDuty,End Of Duty,Drive,Other,POA,Rest
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,15/06/2019,"Manual,BK67 LOH,Manual,BK67 LNZ,Manual",15/06/2019 08:19,15/06/2019 17:05,05:20,02:04,,01:22
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,"BK67 LOH,Manual,BK67 LNZ,Manual",16/06/2019 08:15,16/06/2019 16:10,04:54,02:01,,01:00
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,17/06/2019,"Manual,FN62 CWD,Manual,Manual,BK67 LOA,Manual,BK67 LNX,Manual",17/06/2019 06:00,17/06/2019 18:37,07:14,03:00,,02:23
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,"YN56 FGK,Manual,FN62 CXP,Manual,BK67 LOA,Manual",18/06/2019 07:00,18/06/2019 18:45,06:12,03:32,,02:01
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,19/06/2019,"Manual,FN62 CVS,Manual,BU18 OSJ,Manual,BK67 LNX,Manual",19/06/2019 06:55,19/06/2019 18:30,05:31,03:01,00:01,03:02
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,20/06/2019,"Manual,FN62 CWD,Manual,Manual,BK67 LNX,Manual,FN62 CXP,Manual",20/06/2019 06:00,20/06/2019 19:05,07:33,02:59,,02:33
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,25/06/2019,"Manual,FN62 CWD,Manual,Manual,BK67 LNZ,Manual,BU18 OSP,Manual",25/06/2019 06:00,25/06/2019 18:45,07:49,02:25,,02:31
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,26/06/2019,"Manual,YM14 HRD,Manual,Manual,BK67 LOH,Manual,BU18 OSP,Manual",26/06/2019 06:00,26/06/2019 18:59,07:32,01:55,,03:32
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,27/06/2019,"Manual,YT09 FLW,Manual,BK67 LNY,BU18 OSJ,Manual",27/06/2019 06:55,27/06/2019 18:45,05:45,03:38,,02:27
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,"Manual,Manual,BK67 LNY,Manual,BU18 OSO,Manual",28/06/2019 06:55,28/06/2019 18:35,05:19,02:19,,04:02
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 09:00,,,,
GOHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,02/06/2019,Rest,02/06/2019 00:00,02/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,03/06/2019,Rest,03/06/2019 00:00,03/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,04/06/2019,"FN62 CWD,Manual,Manual,BU18 OSN,BU18 OSL",04/06/2019 06:00,04/06/2019 19:23,07:22,02:30,,01:31
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,05/06/2019,"FN62 CWD,Manual,Manual,BK67 LNX,BU18 OSO",05/06/2019 05:59,05/06/2019 19:16,07:26,02:10,,01:41
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,BU18 OSO,06/06/2019 06:52,06/06/2019 18:39,02:19,00:37,,00:59
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,"FN62 CZP,Manual,BU18 OSP,Manual,FN62 CVY",06/06/2019 06:52,06/06/2019 19:39,03:30,02:00,,05:17
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,07/06/2019,"BF63 ZSE,BU18 OSJ,BU18 OSP,Manual",07/06/2019 06:57,07/06/2019 19:33,06:14,02:52,,00:44
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,10/06/2019,Rest,10/06/2019 00:00,10/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,11/06/2019,Rest,11/06/2019 00:00,11/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,12/06/2019,Rest,12/06/2019 00:00,12/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,13/06/2019,"BF68 LDX,Manual,Manual,YN56 FGK,Manual,FN62 CGE",13/06/2019 04:27,13/06/2019 17:23,06:47,03:45,,02:24
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,"666 VMX,Manual,Manual,BK67 LOA,BK67 LNY",14/06/2019 06:03,14/06/2019 18:42,07:51,02:11,,02:37
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,15/06/2019,"Manual,BK67 LNY,BU18 OSK,Manual,FJ61 EWA",15/06/2019 06:15,15/06/2019 14:21,03:53,02:07,,02:06
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,"Manual,BF68 LDZ",16/06/2019 08:50,16/06/2019 19:11,06:26,02:26,,01:29
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,17/06/2019,"YR62 EAG,Manual,BK67 LNZ,Manual,BK67 LOA,Manual,BF63 ZSE",17/06/2019 06:58,17/06/2019 18:40,05:37,02:31,,03:34
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,19/06/2019,Rest,19/06/2019 00:00,19/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,20/06/2019,Rest,20/06/2019 00:00,20/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,21/06/2019,"BF68 LEU,Manual,Manual",21/06/2019 04:22,21/06/2019 15:51,05:35,01:50,,02:33
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,22/06/2019,"Manual,BF68 LFA",22/06/2019 08:50,22/06/2019 19:05,06:33,02:29,,01:13
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,23/06/2019,"Manual,BK67 LNZ,BK67 LNY,Manual,BK67 LOH",23/06/2019 06:15,23/06/2019 14:16,04:03,02:03,,01:55
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,24/06/2019,"BF68 LEU,Manual,Manual,BF63 ZSE,Manual,BN17 JJU",24/06/2019 04:21,24/06/2019 17:13,07:09,03:12,,02:31
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,25/06/2019,"BF68 LEU,Manual,Manual,VI J68,Manual",25/06/2019 04:22,25/06/2019 16:01,06:18,02:24,,02:57
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,26/06/2019,"BF68 LEU,Manual,Manual,A19 LTG",26/06/2019 04:27,26/06/2019 15:54,03:57,04:59,,02:31
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,27/06/2019,Rest,27/06/2019 00:00,27/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,Rest,28/06/2019 00:00,28/06/2019 09:00,,,,
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,29/06/2019,"BK67 LNX,Manual,BK67 LNY",29/06/2019 08:28,29/06/2019 16:18,05:08,01:48,,00:54
RIHOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,30/06/2019,"BK67 LNX,BK67 LNY",30/06/2019 08:29,30/06/2019 16:06,04:52,01:19,,01:26
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,01/06/2019,Other Work,01/06/2019 00:00,01/06/2019 08:00,,,,08:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,01/06/2019,"Manual,YK05 CCO,Manual,Manual,Manual,Manual,YR15 SSV,Manual,Manual,Manual,A19 LTG",01/06/2019 00:20,01/06/2019 12:43,00:18,09:29,,01:36
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,02/06/2019,"Manual,Manual,Manual,BF68 LEU,Manual",02/06/2019 01:20,02/06/2019 16:00,05:38,05:43,,02:15
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,03/06/2019,"Manual,Manual,Manual,FN62 CVY",03/06/2019 06:00,03/06/2019 19:06,,11:06,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,04/06/2019,"Manual,Manual,Manual,FN62 CVY",04/06/2019 06:00,04/06/2019 19:10,,11:16,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,05/06/2019,"Manual,BU18 OSJ",05/06/2019 05:30,05/06/2019 15:30,05:58,02:02,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,06/06/2019,"Manual,BU18 OSJ,Manual,FN62 CXP",06/06/2019 05:30,06/06/2019 15:52,05:58,02:18,,01:06
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,07/06/2019,Rest,07/06/2019 00:00,07/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,08/06/2019,"Manual,Manual,Manual,YT09 FLW",08/06/2019 06:00,08/06/2019 18:12,,11:11,,01:01
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,09/06/2019,Holiday,09/06/2019 00:00,09/06/2019 09:00,,08:00,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,10/06/2019,"Manual,BF68 LEU,Manual,Manual,Manual,666 VMX",10/06/2019 00:20,10/06/2019 13:26,06:39,02:41,,02:46
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,11/06/2019,"Manual,Manual,Manual,YR17 RJY",11/06/2019 06:00,11/06/2019 18:08,,11:07,,01:01
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,12/06/2019,"Manual,Manual,Manual,YK05 CCE",12/06/2019 06:00,12/06/2019 18:31,00:22,11:09,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,13/06/2019,"Manual,Manual,Manual",13/06/2019 06:00,13/06/2019 18:00,,11:00,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,17/06/2019,"Manual,Manual,Manual,YT11 LPE,Manual",17/06/2019 06:00,17/06/2019 18:00,,10:56,,01:04
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,18/06/2019,"Manual,Manual,Manual,FN62 CVY",18/06/2019 06:00,18/06/2019 18:39,,11:39,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,19/06/2019,"Manual,Manual,Manual,YT11 LPV",19/06/2019 06:00,19/06/2019 18:29,,11:29,,01:00
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,20/06/2019,"Manual,Manual,Manual,FN62 CGE",20/06/2019 06:00,20/06/2019 18:24,,11:22,,01:02
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 09:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 08:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 08:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,25/06/2019,"Manual,Manual,Manual",25/06/2019 06:00,25/06/2019 18:00,,10:59,,01:01
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,26/06/2019,"Manual,Manual,Manual,Manual,Manual,BF63 ZSE",26/06/2019 06:00,26/06/2019 18:55,00:20,10:49,,01:46
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,27/06/2019,"Manual,Manual,Manual,BN17 JJU",27/06/2019 06:00,27/06/2019 18:06,,11:04,,01:02
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,28/06/2019,"Manual,Manual,Manual",28/06/2019 06:00,28/06/2019 18:02,,11:01,,01:01
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 08:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
PAHOL,"16, Office Staff",Salary,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,12/06/2019,Rest,12/06/2019 00:00,12/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,17/06/2019,Rest,17/06/2019 00:00,17/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,19/06/2019,Rest,19/06/2019 00:00,19/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,20/06/2019,Rest,20/06/2019 00:00,20/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,25/06/2019,Rest,25/06/2019 00:00,25/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,26/06/2019,Rest,26/06/2019 00:00,26/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,27/06/2019,Rest,27/06/2019 00:00,27/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,28/06/2019,Rest,28/06/2019 00:00,28/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
MAHUD,"16, Office Staff",Salary,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,05/06/2019,YN16 NZZ,05/06/2019 07:02,05/06/2019 19:58,04:10,01:08,,07:38
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,07/06/2019,Rest,07/06/2019 00:00,07/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,10/06/2019,Rest,10/06/2019 00:00,10/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,11/06/2019,Rest,11/06/2019 00:00,11/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,12/06/2019,Rest,12/06/2019 00:00,12/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,17/06/2019,Rest,17/06/2019 00:00,17/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,19/06/2019,Rest,19/06/2019 00:00,19/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,20/06/2019,Rest,20/06/2019 00:00,20/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,25/06/2019,Rest,25/06/2019 00:00,25/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,26/06/2019,FJ11 RDY,26/06/2019 13:54,26/06/2019 14:08,00:11,00:03,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,27/06/2019,Rest,27/06/2019 00:00,27/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,28/06/2019,435 SFC,28/06/2019 05:54,28/06/2019 06:54,00:54,00:03,,00:03
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
ROINM,"17, Engineering Staff",Engineering,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,Rest,02/06/2019 00:00,02/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,Rest,03/06/2019 00:00,03/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,YR17 RJO,03/06/2019 04:46,03/06/2019 15:52,04:24,01:42,,05:00
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,Office,03/06/2019 07:30,03/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,YR17 RJO,04/06/2019 07:29,04/06/2019 16:55,02:57,01:46,,03:43
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,Office,04/06/2019 07:30,04/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,Office,05/06/2019 07:30,05/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,YR17 RJO,05/06/2019 07:51,05/06/2019 17:59,02:13,02:45,,04:10
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Office,06/06/2019 07:30,06/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,YR17 RJO,06/06/2019 08:08,06/06/2019 18:03,02:45,01:49,,04:21
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,YR17 RJO,07/06/2019 07:05,07/06/2019 19:45,04:54,03:46,,04:02
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Office,07/06/2019 07:30,07/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,JIL8 230,10/06/2019 07:05,10/06/2019 20:24,04:58,02:45,,05:36
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,"YR17 RJO,Manual,YM14 HRD,Manual,Manual,Manual,Manual,Manual,MIB 651",11/06/2019 10:25,11/06/2019 22:40,04:48,03:46,,03:41
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,BN17 JJV,12/06/2019 07:47,12/06/2019 19:51,03:09,01:41,,04:49
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Manual,YM14 HRD,Manual,BN17 JJV",12/06/2019 07:47,12/06/2019 19:53,00:44,01:41,,00:02
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 08:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Office,14/06/2019 07:30,14/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Office,14/06/2019 12:00,14/06/2019 13:05,,,,00:05
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,"YR15 SSV,YR15 SSV,YR15 SSV,YR15 SSV,YR15 SSV",14/06/2019 17:14,15/06/2019 13:58,05:26,00:41,06:28,08:09
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Office,15/06/2019 07:30,15/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Office,15/06/2019 12:00,15/06/2019 13:05,,,,00:05
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,"YR15 SSV,Manual,YR15 SSV",16/06/2019 06:30,16/06/2019 15:46,02:08,00:58,00:44,05:26
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 07:30,16/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 12:00,16/06/2019 13:05,,,,00:05
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,"YR15 SSV,Manual,YR15 SSV,Manual,YR15 SSV,Manual,YR15 SSV,YR15 SSV",17/06/2019 05:52,18/06/2019 02:20,05:21,01:36,04:48,08:43
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Office,17/06/2019 07:30,17/06/2019 09:30,,01:00,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Office,17/06/2019 12:00,17/06/2019 13:05,,,,00:05
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 09:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,Rest,19/06/2019 00:00,19/06/2019 08:00,,,,
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,Manual,20/06/2019 01:00,20/06/2019 07:43,,,,06:43
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,YR17 RJO,20/06/2019 07:43,20/06/2019 19:29,04:35,03:54,,03:17
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,YR17 RJO,21/06/2019 06:51,21/06/2019 20:04,05:46,02:08,,05:19
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,YR17 RJO,22/06/2019 11:15,22/06/2019 19:14,02:52,02:08,,02:59
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,YT13 ACT,23/06/2019 09:22,23/06/2019 22:00,03:52,02:13,,06:33
RIJOS,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 08:00,,,,
